loan_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
LP001720,Male,Yes,3+,Not Graduate,No,3850.0,983.0,100.0,360.0,1.0,Semiurban,1.0
LP001722,Male,Yes,0,Graduate,No,150.0,1800.0,135.0,360.0,,Rural,0.0
,Male,Yes,2,Graduate,,5000.0,0.0,72.0,360.0,0.0,Semiurban,0.0
LP001734,Female,Yes,2,Graduate,No,4283.0,2383.0,127.0,360.0,1.0,Semiurban,1.0
,Male,Yes,0,Graduate,No,2221.0,0.0,60.0,360.0,0.0,Urban,0.0
LP001743,Male,Yes,2,Graduate,No,4009.0,1717.0,116.0,360.0,1.0,Semiurban,1.0
LP001744,Male,No,0,Graduate,No,2971.0,2791.0,144.0,360.0,1.0,Semiurban,1.0
LP001750,Male,Yes,0,Graduate,No,6250.0,,128.0,360.0,1.0,Semiurban,1.0
LP001751,Male,Yes,0,Graduate,No,3250.0,0.0,170.0,360.0,1.0,,0.0
LP001758,Male,Yes,2,,No,6250.0,1695.0,210.0,360.0,1.0,Semiurban,1.0
LP001761,Male,No,0,Graduate,Yes,6400.0,0.0,200.0,360.0,1.0,Rural,1.0
LP001768,Male,Yes,0,Graduate,No,3716.0,0.0,42.0,180.0,1.0,Rural,1.0
LP001776,Female,No,,Graduate,No,8333.0,0.0,280.0,360.0,1.0,Semiurban,1.0
LP001778,Male,Yes,1,Graduate,,3155.0,1779.0,140.0,360.0,1.0,Semiurban,1.0
LP001784,Male,Yes,1,Graduate,No,5500.0,1260.0,170.0,360.0,1.0,Rural,1.0
LP001786,Male,Yes,0,Graduate,No,5746.0,0.0,255.0,360.0,1.0,Urban,0.0
LP001788,Female,No,0,Graduate,Yes,,0.0,122.0,,1.0,Urban,1.0
LP001790,Female,No,1,Graduate,No,3812.0,0.0,112.0,360.0,1.0,Rural,1.0
LP001792,Male,Yes,1,Graduate,No,3315.0,0.0,96.0,360.0,1.0,Semiurban,1.0
LP001798,Male,Yes,2,Graduate,No,5819.0,5000.0,120.0,360.0,1.0,Rural,1.0
LP001806,Male,No,0,Graduate,No,2965.0,5701.0,155.0,60.0,1.0,Urban,1.0
LP001807,Male,Yes,2,Graduate,Yes,6250.0,1300.0,,360.0,,Rural,1.0
LP001811,Male,Yes,0,Not Graduate,,3406.0,4417.0,123.0,360.0,1.0,Semiurban,1.0
LP001813,Male,No,0,Graduate,Yes,6050.0,4333.0,120.0,180.0,1.0,Urban,0.0
LP001814,Male,Yes,2,Graduate,No,9703.0,0.0,112.0,360.0,1.0,Urban,1.0
LP001819,Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180.0,1.0,Urban,1.0
,Male,Yes,1,Graduate,No,,1843.0,123.0,,1.0,Semiurban,1.0
LP001825,Male,Yes,0,Graduate,No,1809.0,1868.0,90.0,360.0,,Urban,
LP001835,Male,Yes,,Not Graduate,No,1668.0,3890.0,201.0,360.0,0.0,Semiurban,0.0
LP001836,Female,No,2,Graduate,No,3427.0,0.0,138.0,360.0,1.0,Urban,0.0
LP001841,Male,No,0,,Yes,,2167.0,104.0,360.0,1.0,Rural,1.0
LP001843,Male,Yes,1,Not Graduate,No,,7101.0,279.0,180.0,1.0,Semiurban,1.0
LP001844,Male,No,0,Graduate,Yes,16250.0,0.0,192.0,360.0,0.0,Urban,0.0
LP001846,Female,No,3+,Graduate,No,3083.0,0.0,255.0,360.0,1.0,Rural,1.0
LP001849,Male,No,0,Not Graduate,No,6045.0,0.0,115.0,360.0,,Rural,0.0
LP001854,Male,Yes,3+,Graduate,No,5250.0,0.0,94.0,360.0,1.0,Urban,0.0
LP001859,Male,Yes,0,Graduate,No,14683.0,2100.0,304.0,360.0,1.0,Rural,0.0
LP001864,Male,Yes,3+,Not Graduate,,4931.0,0.0,128.0,360.0,1.0,Semiurban,0.0
LP001865,Male,Yes,1,Graduate,No,6083.0,,330.0,360.0,1.0,Urban,1.0
LP001868,Male,No,0,Graduate,No,2060.0,2209.0,134.0,360.0,1.0,Semiurban,1.0
LP001870,Female,No,1,Graduate,No,3481.0,0.0,155.0,36.0,1.0,Semiurban,0.0
LP001871,Female,No,0,Graduate,No,7200.0,0.0,120.0,360.0,1.0,Rural,1.0
LP001872,Male,No,0,Graduate,Yes,5166.0,,128.0,360.0,1.0,Semiurban,1.0
LP001875,Male,No,0,Graduate,No,4095.0,3447.0,151.0,360.0,1.0,Rural,1.0
LP001877,Male,Yes,2,Graduate,No,4708.0,1387.0,150.0,360.0,,Semiurban,1.0
LP001882,Male,Yes,3+,Graduate,No,4333.0,1811.0,160.0,360.0,0.0,Urban,1.0
LP001883,Female,No,0,Graduate,No,3418.0,0.0,135.0,360.0,1.0,Rural,0.0
LP001884,Female,No,1,Graduate,No,,1560.0,90.0,360.0,1.0,Urban,1.0
LP001888,Female,No,0,,No,,0.0,30.0,360.0,1.0,Urban,1.0
,Male,Yes,0,Graduate,No,11146.0,0.0,136.0,,,Urban,1.0
LP001892,Male,No,0,Graduate,No,2833.0,1857.0,126.0,360.0,1.0,Rural,1.0
LP001894,Male,Yes,0,Graduate,No,2620.0,2223.0,150.0,360.0,1.0,Semiurban,1.0
LP001896,Male,Yes,2,Graduate,No,3900.0,0.0,90.0,360.0,1.0,Semiurban,1.0
LP001900,Male,Yes,1,Graduate,No,2750.0,1842.0,115.0,360.0,1.0,Semiurban,1.0
LP001903,Male,Yes,0,Graduate,No,3993.0,3274.0,207.0,360.0,1.0,Semiurban,1.0
LP001904,Male,Yes,,Graduate,No,3103.0,1300.0,80.0,360.0,1.0,Urban,1.0
LP001907,Male,Yes,0,Graduate,No,14583.0,0.0,436.0,360.0,1.0,Semiurban,1.0
LP001910,Male,No,1,Not Graduate,Yes,4053.0,2426.0,158.0,360.0,,Urban,0.0
LP001914,Male,Yes,,Graduate,No,3927.0,800.0,112.0,360.0,1.0,Semiurban,1.0
LP001915,Male,Yes,2,Graduate,No,2301.0,985.7999878,78.0,180.0,1.0,Urban,
LP001917,Female,No,0,Graduate,No,1811.0,,54.0,360.0,1.0,Urban,1.0
LP001924,Male,No,0,Graduate,No,3158.0,3053.0,89.0,360.0,1.0,Rural,1.0
LP001925,,No,0,Graduate,Yes,2600.0,1717.0,99.0,300.0,1.0,Semiurban,0.0
LP001926,Male,Yes,0,Graduate,No,3704.0,2000.0,120.0,360.0,1.0,Rural,1.0
LP001931,Female,No,0,Graduate,No,4124.0,0.0,115.0,360.0,1.0,Semiurban,1.0
LP001935,Male,No,0,Graduate,No,9508.0,0.0,187.0,360.0,1.0,Rural,1.0
LP001936,Male,Yes,0,Graduate,No,3075.0,2416.0,139.0,360.0,1.0,Rural,1.0
LP001938,Male,Yes,2,Graduate,No,4400.0,0.0,127.0,,0.0,Semiurban,0.0
LP001940,Male,Yes,2,Graduate,No,3153.0,1560.0,134.0,360.0,1.0,Urban,1.0
LP001947,Male,Yes,0,Graduate,No,2383.0,3334.0,172.0,360.0,1.0,Semiurban,1.0
LP001949,Male,Yes,3+,Graduate,No,4416.0,1250.0,110.0,360.0,1.0,Urban,1.0
LP001953,Male,Yes,1,Graduate,No,6875.0,0.0,200.0,360.0,1.0,Semiurban,1.0
LP001954,Female,Yes,,Graduate,No,4666.0,0.0,135.0,360.0,1.0,Urban,1.0
LP001955,Female,No,0,Graduate,No,,2541.0,151.0,480.0,1.0,Rural,0.0
LP001963,Male,Yes,1,Graduate,No,2014.0,2925.0,113.0,360.0,1.0,Urban,0.0
LP001964,Male,Yes,0,Not Graduate,,1800.0,2934.0,93.0,360.0,0.0,Urban,0.0
LP001974,,No,0,Graduate,No,5000.0,0.0,132.0,360.0,1.0,Rural,1.0
LP001977,Male,Yes,1,Graduate,No,1625.0,1803.0,96.0,360.0,1.0,Urban,1.0
LP001978,Male,No,0,Graduate,No,4000.0,2500.0,140.0,,1.0,Rural,1.0
LP001993,Female,No,0,Graduate,No,3762.0,1666.0,135.0,360.0,1.0,Rural,1.0
LP001994,Female,No,0,Graduate,No,2400.0,1863.0,104.0,360.0,0.0,Urban,0.0
LP001996,Male,No,0,Graduate,No,20233.0,0.0,480.0,360.0,1.0,Rural,0.0
LP001998,Male,Yes,2,Not Graduate,No,7667.0,0.0,185.0,360.0,1.0,Rural,1.0
LP002002,Female,No,0,Graduate,No,2917.0,0.0,84.0,360.0,1.0,Semiurban,1.0
LP002004,Male,No,0,Not Graduate,No,2927.0,2405.0,111.0,360.0,1.0,Semiurban,1.0
,Female,No,0,Graduate,No,2507.0,0.0,56.0,360.0,1.0,Rural,1.0
LP002008,Male,Yes,2,Graduate,Yes,5746.0,0.0,,84.0,,Rural,1.0
LP002031,Male,Yes,1,Not Graduate,No,3399.0,1640.0,111.0,180.0,1.0,Urban,1.0
LP002035,Male,Yes,2,Graduate,No,3717.0,0.0,,360.0,1.0,Semiurban,1.0
LP002036,Male,,0,Graduate,No,2058.0,2134.0,88.0,360.0,1.0,Urban,1.0
LP002043,Female,No,1,Graduate,No,3541.0,0.0,112.0,360.0,1.0,Semiurban,1.0
LP002050,Male,Yes,1,Graduate,Yes,10000.0,0.0,155.0,360.0,1.0,Rural,0.0
LP002051,Male,Yes,0,Graduate,No,2400.0,2167.0,115.0,360.0,1.0,Semiurban,1.0
LP002053,Male,Yes,3+,Graduate,No,4342.0,189.0,124.0,360.0,1.0,Semiurban,1.0
LP002055,Female,No,0,Graduate,No,3166.0,2985.0,132.0,360.0,1.0,Rural,1.0
LP002065,Male,,3+,Graduate,No,15000.0,0.0,300.0,360.0,1.0,Rural,1.0
LP002067,Male,Yes,1,Graduate,Yes,8666.0,4983.0,376.0,360.0,0.0,Rural,0.0
LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,1.0
LP002082,Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,,1.0,Semiurban,1.0
LP002086,,Yes,0,Graduate,No,,2451.0,,360.0,1.0,Urban,0.0
LP002087,Female,No,0,Graduate,No,2500.0,0.0,67.0,360.0,1.0,Urban,1.0
LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,1.0
,Male,No,0,Graduate,No,2935.0,0.0,,360.0,,Semiurban,1.0
LP002101,Male,Yes,,Graduate,No,63337.0,0.0,490.0,180.0,1.0,Urban,1.0
LP002110,Male,Yes,1,Graduate,No,5250.0,688.0,160.0,360.0,1.0,Rural,1.0
LP002112,Male,Yes,2,Graduate,Yes,2500.0,4600.0,176.0,360.0,1.0,Rural,1.0
LP002114,Female,No,0,,No,4160.0,0.0,71.0,360.0,1.0,Semiurban,1.0
LP002115,Male,Yes,,Not Graduate,No,2647.0,1587.0,173.0,360.0,1.0,Rural,
LP002116,Female,No,0,Graduate,No,2378.0,0.0,46.0,360.0,1.0,Rural,0.0
LP002119,Male,Yes,,Not Graduate,No,4554.0,1229.0,158.0,,1.0,Urban,1.0
LP002126,Male,Yes,3+,Not Graduate,No,3173.0,0.0,74.0,360.0,1.0,Semiurban,1.0
LP002128,Male,Yes,2,Graduate,No,2583.0,2330.0,125.0,360.0,1.0,Rural,1.0
LP002129,Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360.0,1.0,Semiurban,1.0
LP002131,Male,Yes,2,Not Graduate,,3083.0,2168.0,126.0,360.0,1.0,Urban,1.0
LP002137,Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360.0,1.0,Semiurban,1.0
,Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360.0,1.0,Rural,1.0
LP002139,Male,,0,Graduate,No,9083.0,0.0,228.0,360.0,1.0,Semiurban,1.0
LP002140,Male,No,0,Graduate,No,8750.0,4167.0,308.0,360.0,1.0,Rural,0.0
LP002141,Male,Yes,3+,Graduate,No,2666.0,,95.0,360.0,1.0,Rural,1.0
,Female,Yes,0,Graduate,Yes,5500.0,0.0,105.0,360.0,0.0,Rural,0.0
LP002143,,Yes,0,Graduate,No,2423.0,505.0,130.0,360.0,1.0,Semiurban,1.0
LP002149,Male,Yes,2,Graduate,No,8333.0,3167.0,165.0,360.0,1.0,Rural,1.0
LP002151,Male,Yes,1,Graduate,No,3875.0,0.0,67.0,360.0,1.0,Urban,0.0
LP002158,Male,Yes,0,Not Graduate,No,3000.0,,100.0,480.0,0.0,Urban,0.0
LP002160,Male,,3+,Graduate,No,5167.0,3167.0,200.0,360.0,,Semiurban,1.0
LP002161,Female,No,1,Graduate,No,4723.0,0.0,81.0,,1.0,Semiurban,0.0
LP002170,Male,Yes,2,Graduate,No,,3667.0,236.0,360.0,1.0,Semiurban,1.0
LP002175,Male,Yes,,Graduate,No,4750.0,2333.0,130.0,360.0,,Urban,1.0
LP002178,Male,Yes,0,Graduate,No,3013.0,3033.0,95.0,300.0,1.0,Urban,1.0
LP002180,Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360.0,1.0,Rural,1.0
LP002181,Male,,0,Not Graduate,No,6216.0,0.0,133.0,,1.0,Rural,0.0
LP002190,Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360.0,,Semiurban,
LP002191,Male,Yes,0,Graduate,No,19730.0,,570.0,360.0,1.0,Rural,0.0
LP002194,Female,No,0,Graduate,,15759.0,0.0,55.0,360.0,1.0,Semiurban,1.0
LP002201,Male,Yes,2,Graduate,Yes,,7873.0,380.0,300.0,1.0,Rural,1.0
LP002205,Male,No,1,Graduate,No,3062.0,1987.0,111.0,180.0,0.0,Urban,0.0
LP002209,Female,No,0,Graduate,No,2764.0,1459.0,,360.0,1.0,Urban,1.0
LP002211,Male,Yes,0,Graduate,No,4817.0,923.0,120.0,180.0,1.0,Urban,1.0
LP002219,Male,Yes,3+,Graduate,No,8750.0,4996.0,130.0,360.0,1.0,Rural,1.0
LP002223,Male,Yes,0,,No,4310.0,0.0,130.0,360.0,1.0,Semiurban,1.0
LP002224,Male,No,0,Graduate,No,3069.0,0.0,,480.0,1.0,Urban,0.0
LP002225,Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360.0,1.0,Urban,1.0
LP002226,Male,Yes,0,Graduate,No,3333.0,2500.0,128.0,360.0,1.0,Semiurban,1.0
,Male,,0,Graduate,No,5941.0,4232.0,296.0,360.0,1.0,Semiurban,1.0
LP002231,Female,No,0,Graduate,No,6000.0,0.0,156.0,360.0,1.0,Urban,1.0
LP002234,Male,No,0,Graduate,,7167.0,,,360.0,1.0,Urban,1.0
LP002236,,Yes,,Graduate,No,4566.0,0.0,100.0,360.0,1.0,Urban,0.0
LP002237,Male,No,,,No,3667.0,,113.0,180.0,,Urban,1.0
LP002239,Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360.0,1.0,Semiurban,1.0
LP002244,,Yes,0,Graduate,No,2333.0,2417.0,136.0,360.0,1.0,Urban,
LP002250,Male,Yes,,Graduate,No,5488.0,0.0,125.0,360.0,1.0,Rural,1.0
LP002255,Male,No,3+,Graduate,No,9167.0,0.0,185.0,360.0,1.0,Rural,1.0
LP002262,Male,Yes,3+,Graduate,No,9504.0,0.0,275.0,360.0,1.0,Rural,1.0
LP002263,,Yes,0,Graduate,No,2583.0,2115.0,120.0,360.0,1.0,Urban,1.0
LP002265,Male,Yes,2,Not Graduate,No,1993.0,,113.0,180.0,1.0,,1.0
LP002266,Male,Yes,,Graduate,No,3100.0,1400.0,113.0,360.0,1.0,Urban,1.0
LP002272,Male,Yes,2,Graduate,No,3276.0,484.0,135.0,360.0,1.0,Semiurban,
LP002277,Female,No,,Graduate,No,3180.0,0.0,71.0,360.0,0.0,Urban,0.0
LP002281,Male,Yes,0,Graduate,No,3033.0,1459.0,95.0,360.0,1.0,Urban,1.0
LP002284,Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360.0,1.0,Rural,1.0
LP002287,Female,No,0,Graduate,No,1500.0,1800.0,103.0,360.0,0.0,Semiurban,0.0
LP002288,Male,,,Not Graduate,No,2889.0,0.0,45.0,180.0,0.0,Urban,0.0
LP002297,Male,No,0,Graduate,No,2500.0,20000.0,103.0,360.0,1.0,Semiurban,1.0
LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,1.0
LP002301,Female,No,0,Graduate,Yes,7441.0,0.0,194.0,360.0,1.0,Rural,0.0
LP002305,Female,No,0,Graduate,No,4547.0,0.0,115.0,360.0,1.0,Semiurban,1.0
LP002308,Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360.0,1.0,Urban,1.0
LP002314,Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360.0,1.0,Rural,1.0
LP002317,Male,Yes,3+,Graduate,No,81000.0,0.0,360.0,360.0,0.0,Rural,0.0
LP002318,Female,No,1,Not Graduate,Yes,3867.0,0.0,62.0,360.0,,Semiurban,0.0
LP002319,Male,Yes,0,,No,6256.0,0.0,160.0,360.0,1.0,Urban,1.0
LP002328,Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360.0,0.0,,0.0
LP002332,Male,Yes,0,Not Graduate,No,2253.0,2033.0,110.0,360.0,1.0,Rural,1.0
LP002335,Female,Yes,0,Not Graduate,No,2149.0,3237.0,,360.0,0.0,Semiurban,0.0
LP002337,Female,No,0,Graduate,,2995.0,0.0,60.0,360.0,1.0,Urban,1.0
LP002341,Female,No,1,Graduate,,2600.0,0.0,160.0,360.0,1.0,Urban,0.0
LP002342,Male,Yes,2,Graduate,Yes,1600.0,20000.0,239.0,360.0,1.0,Urban,0.0
LP002345,Male,Yes,0,Graduate,No,1025.0,2773.0,,360.0,1.0,Rural,1.0
LP002347,Male,Yes,0,Graduate,No,3246.0,,138.0,360.0,1.0,Semiurban,1.0
LP002348,Male,Yes,0,Graduate,No,5829.0,0.0,138.0,360.0,1.0,Rural,1.0
LP002361,Male,Yes,0,Graduate,No,1820.0,1719.0,100.0,360.0,1.0,,1.0
LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,1.0
LP002367,Female,No,1,Not Graduate,No,4606.0,0.0,81.0,360.0,1.0,Rural,0.0
LP002368,Male,Yes,2,Graduate,No,5935.0,0.0,133.0,360.0,1.0,Semiurban,1.0
LP002369,Male,Yes,0,Graduate,No,2920.0,16.12000084,87.0,360.0,1.0,Rural,1.0
LP002370,Male,,0,Not Graduate,No,2717.0,0.0,60.0,180.0,1.0,Urban,1.0
LP002377,Female,No,1,Graduate,Yes,8624.0,0.0,150.0,360.0,1.0,Semiurban,1.0
LP002379,Male,No,0,Graduate,No,6500.0,0.0,,360.0,0.0,Rural,0.0
,Male,No,0,Graduate,No,12876.0,0.0,405.0,360.0,1.0,Semiurban,1.0
